ticket_id,arrival_ts,queue,priority,language,channel,customer_tier,is_vip,is_reopened,complexity,estimated_effort_min,first_response_sla_min,first_response_due_ts,resolution_sla_business_min,resolution_due_ts,required_skill_tags,ticket_subject
TKT-00254,2026-03-04 09:52:57,Product Support,P4,EN,chat,Enterprise,0,0,complex,67,480,2026-03-05 09:53:00,2400,2026-03-11 09:53:00,product_support|enterprise_handling|product_specialist,Notification rule sent duplicate emails to requester
TKT-00255,2026-03-04 09:58:07,Account Access,P3,EN,portal,Mid-Market,0,0,standard,27,240,2026-03-04 13:58:07,960,2026-03-06 09:59:00,account_access,SSO login loops back to sign-in page
TKT-00256,2026-03-04 09:58:40,Product Support,P3,EN,portal,SMB,0,1,standard,28,240,2026-03-04 13:58:40,960,2026-03-06 09:59:00,product_support,Webhook retry settings not visible in admin interface
TKT-00257,2026-03-04 10:03:25,Billing,P4,DE,portal,SMB,0,0,simple,8,480,2026-03-05 10:04:00,2400,2026-03-11 10:04:00,billing|de_language,Seat reduction request still billed at previous volume
TKT-00258,2026-03-04 10:04:37,Product Support,P3,EN,email,SMB,0,0,standard,43,240,2026-03-04 14:04:37,960,2026-03-06 10:05:00,product_support,Bulk update operation stalled for large ticket batch
TKT-00259,2026-03-04 10:09:42,Product Support,P2,EN,email,Mid-Market,0,0,complex,62,60,2026-03-04 11:09:42,480,2026-03-05 10:10:00,product_support|product_specialist,Attachment preview fails for PDF uploaded from mobile app
TKT-00260,2026-03-04 10:10:56,Product Support,P3,EN,portal,Enterprise,0,0,complex,69,240,2026-03-04 14:10:56,960,2026-03-06 10:11:00,product_support|enterprise_handling|product_specialist,Search results differ between UI and exported report
TKT-00261,2026-03-04 10:13:22,Product Support,P4,EN,portal,Mid-Market,0,1,standard,45,480,2026-03-05 10:14:00,2400,2026-03-11 10:14:00,product_support,Workflow automation did not trigger after status update
TKT-00262,2026-03-04 10:14:06,Product Support,P3,EN,portal,Mid-Market,0,0,simple,11,240,2026-03-04 14:14:06,960,2026-03-06 10:15:00,product_support,Webhook retry settings not visible in admin interface
TKT-00263,2026-03-04 10:15:46,Integrations/API,P2,DE,portal,Mid-Market,0,0,complex,86,60,2026-03-04 11:15:46,480,2026-03-05 10:16:00,integrations_api|de_language|api_specialist|integration_specialist,GraphQL endpoint times out on nested customer query
TKT-00264,2026-03-04 10:18:39,Product Support,P3,EN,email,Enterprise,0,0,simple,12,240,2026-03-04 14:18:39,960,2026-03-06 10:19:00,product_support|enterprise_handling,Webhook retry settings not visible in admin interface
TKT-00265,2026-03-04 10:31:21,Product Support,P2,EN,portal,Enterprise,1,0,standard,37,60,2026-03-04 11:31:21,480,2026-03-05 10:32:00,product_support|enterprise_handling,Kanban board shows outdated ticket counts after refresh
TKT-00266,2026-03-04 10:31:38,Product Support,P4,EN,portal,Enterprise,0,0,standard,30,480,2026-03-05 10:32:00,2400,2026-03-11 10:32:00,product_support|enterprise_handling,Dashboard filter not persisting for saved view
TKT-00267,2026-03-04 10:33:46,Account Access,P3,EN,portal,Mid-Market,0,0,simple,6,240,2026-03-04 14:33:46,960,2026-03-06 10:34:00,account_access,MFA challenge not accepted for admin account
TKT-00268,2026-03-04 10:35:18,Integrations/API,P4,EN,portal,Mid-Market,0,0,standard,49,480,2026-03-05 10:36:00,2400,2026-03-11 10:36:00,integrations_api|api_specialist,API rate limit reached earlier than documented threshold
TKT-00269,2026-03-04 10:37:06,Account Access,P3,DE,portal,SMB,0,0,simple,7,240,2026-03-04 14:37:06,960,2026-03-06 10:38:00,account_access|de_language,User cannot access workspace after password reset
TKT-00270,2026-03-04 10:40:56,Account Access,P4,EN,chat,Enterprise,0,0,standard,19,480,2026-03-05 10:41:00,2400,2026-03-11 10:41:00,account_access|enterprise_handling,SCIM-provisioned user missing expected product access
TKT-00271,2026-03-04 10:42:08,Account Access,P3,EN,email,Mid-Market,0,0,standard,24,240,2026-03-04 14:42:08,960,2026-03-06 10:43:00,account_access,Session expires immediately after successful login
TKT-00272,2026-03-04 10:45:43,Product Support,P2,EN,portal,SMB,0,0,simple,19,60,2026-03-04 11:45:43,480,2026-03-05 10:46:00,product_support,Exported CSV misses custom fields in final report
TKT-00273,2026-03-04 10:45:45,Billing,P1,EN,portal,Enterprise,0,0,standard,31,15,2026-03-04 11:00:45,240,2026-03-04 14:45:45,billing|enterprise_handling|incident_escalation,Currency setting changed but invoice still generated in USD
TKT-00274,2026-03-04 10:51:49,Account Access,P3,EN,portal,SMB,0,0,simple,11,240,2026-03-04 14:51:49,960,2026-03-06 10:52:00,account_access,Permission update not reflected in project dashboard
TKT-00275,2026-03-04 10:52:12,Account Access,P3,EN,email,SMB,0,0,standard,23,240,2026-03-04 14:52:12,960,2026-03-06 10:53:00,account_access,New team member did not receive activation email
TKT-00276,2026-03-04 10:52:29,Product Support,P2,EN,portal,SMB,0,1,simple,18,60,2026-03-04 11:52:29,480,2026-03-05 10:53:00,product_support,Kanban board shows outdated ticket counts after refresh
TKT-00277,2026-03-04 10:53:43,Product Support,P4,EN,portal,SMB,0,0,simple,11,480,2026-03-05 10:54:00,2400,2026-03-11 10:54:00,product_support,Search results differ between UI and exported report
TKT-00278,2026-03-04 10:57:24,Billing,P3,EN,email,SMB,0,0,simple,10,240,2026-03-04 14:57:24,960,2026-03-06 10:58:00,billing,Seat reduction request still billed at previous volume
TKT-00279,2026-03-04 10:59:26,Integrations/API,P4,EN,email,SMB,0,0,simple,27,480,2026-03-05 11:00:00,2400,2026-03-11 11:00:00,integrations_api|api_specialist,REST API pagination skips records after cursor handoff
TKT-00280,2026-03-04 10:59:49,Account Access,P2,EN,portal,Enterprise,0,0,standard,23,60,2026-03-04 11:59:49,480,2026-03-05 11:00:00,account_access|enterprise_handling,Permission update not reflected in project dashboard
TKT-00281,2026-03-04 11:00:14,Product Support,P4,EN,email,SMB,0,0,standard,31,480,2026-03-05 11:01:00,2400,2026-03-11 11:01:00,product_support,Attachment preview fails for PDF uploaded from mobile app
TKT-00282,2026-03-04 11:01:57,Billing,P4,DE,chat,SMB,0,0,standard,21,480,2026-03-05 11:02:00,2400,2026-03-11 11:02:00,billing|de_language,Purchase order reference missing from latest invoice
TKT-00283,2026-03-04 11:03:02,Product Support,P4,EN,portal,SMB,0,0,standard,38,480,2026-03-05 11:04:00,2400,2026-03-11 11:04:00,product_support,Webhook retry settings not visible in admin interface
TKT-00284,2026-03-04 11:06:44,Account Access,P4,DE,email,SMB,0,0,standard,30,480,2026-03-05 11:07:00,2400,2026-03-11 11:07:00,account_access|de_language,Group-based permissions not syncing from identity provider
TKT-00285,2026-03-04 11:08:16,Account Access,P3,DE,portal,SMB,0,0,complex,75,240,2026-03-04 15:08:16,960,2026-03-06 11:09:00,account_access|de_language,User cannot access workspace after password reset
TKT-00286,2026-03-04 11:12:46,Account Access,P3,EN,email,Mid-Market,0,0,complex,57,240,2026-03-04 15:12:46,960,2026-03-06 11:13:00,account_access,Account locked after repeated login attempts
TKT-00287,2026-03-04 11:13:55,Product Support,P1,EN,portal,Mid-Market,0,0,complex,98,15,2026-03-04 11:28:55,240,2026-03-04 15:13:55,product_support|incident_escalation|product_specialist,Search results differ between UI and exported report
TKT-00288,2026-03-04 11:15:47,Product Support,P3,EN,email,Mid-Market,0,0,complex,88,240,2026-03-04 15:15:47,960,2026-03-06 11:16:00,product_support|product_specialist,Custom field values not visible in agent workspace
TKT-00289,2026-03-04 11:21:56,Account Access,P3,EN,portal,Mid-Market,0,0,standard,27,240,2026-03-04 15:21:56,960,2026-03-06 11:22:00,account_access,SSO login loops back to sign-in page
TKT-00290,2026-03-04 11:22:39,Integrations/API,P1,EN,portal,Mid-Market,0,0,complex,129,15,2026-03-04 11:37:39,240,2026-03-04 15:22:39,integrations_api|api_specialist|incident_escalation|integration_specialist,REST API pagination skips records after cursor handoff
TKT-00291,2026-03-04 11:22:57,Account Access,P3,EN,email,SMB,0,0,simple,6,240,2026-03-04 15:22:57,960,2026-03-06 11:23:00,account_access,SCIM-provisioned user missing expected product access
TKT-00292,2026-03-04 11:26:58,Product Support,P2,EN,chat,SMB,0,1,standard,27,60,2026-03-04 12:26:58,480,2026-03-05 11:27:00,product_support,Kanban board shows outdated ticket counts after refresh
TKT-00293,2026-03-04 11:34:08,Product Support,P1,EN,portal,Mid-Market,0,0,standard,31,15,2026-03-04 11:49:08,240,2026-03-04 15:34:08,product_support|incident_escalation,Dashboard filter not persisting for saved view
TKT-00294,2026-03-04 11:38:18,Integrations/API,P1,EN,portal,Enterprise,1,0,complex,145,15,2026-03-04 11:53:18,240,2026-03-04 15:38:18,integrations_api|enterprise_handling|api_specialist|incident_escalation|integration_specialist,REST API pagination skips records after cursor handoff
TKT-00295,2026-03-04 11:40:56,Integrations/API,P3,DE,portal,Mid-Market,0,0,complex,64,240,2026-03-04 15:40:56,960,2026-03-06 11:41:00,integrations_api|de_language|api_specialist|integration_specialist,SSO assertion rejected after identity provider certificate update
TKT-00296,2026-03-04 11:41:09,Integrations/API,P3,EN,email,Mid-Market,0,0,standard,50,240,2026-03-04 15:41:09,960,2026-03-06 11:42:00,integrations_api|api_specialist,API rate limit reached earlier than documented threshold
TKT-00297,2026-03-04 11:42:14,Product Support,P3,EN,email,Mid-Market,0,0,standard,38,240,2026-03-04 15:42:14,960,2026-03-06 11:43:00,product_support,Workflow automation did not trigger after status update
TKT-00298,2026-03-04 11:43:05,Account Access,P4,EN,portal,SMB,0,0,simple,10,480,2026-03-05 11:44:00,2400,2026-03-11 11:44:00,account_access,Session expires immediately after successful login
TKT-00299,2026-03-04 11:44:10,Product Support,P4,DE,email,SMB,0,0,standard,32,480,2026-03-05 11:45:00,2400,2026-03-11 11:45:00,product_support|de_language,Kanban board shows outdated ticket counts after refresh
TKT-00300,2026-03-04 11:45:11,Product Support,P3,EN,email,Mid-Market,0,0,complex,50,240,2026-03-04 15:45:11,960,2026-03-06 11:46:00,product_support|product_specialist,Dashboard filter not persisting for saved view
TKT-00301,2026-03-04 11:47:13,Integrations/API,P2,EN,portal,Enterprise,0,0,complex,64,60,2026-03-04 12:47:13,480,2026-03-05 11:48:00,integrations_api|enterprise_handling|api_specialist|integration_specialist,Webhook signature validation differs from documentation example
TKT-00302,2026-03-04 11:47:50,Integrations/API,P3,EN,email,Mid-Market,0,0,standard,38,240,2026-03-04 15:47:50,960,2026-03-06 11:48:00,integrations_api|api_specialist,GraphQL endpoint times out on nested customer query
TKT-00303,2026-03-04 11:49:46,Integrations/API,P3,EN,portal,SMB,0,0,standard,32,240,2026-03-04 15:49:46,960,2026-03-06 11:50:00,integrations_api|api_specialist,GraphQL endpoint times out on nested customer query
TKT-00304,2026-03-04 11:51:41,Product Support,P4,EN,email,Mid-Market,0,0,standard,34,480,2026-03-05 11:52:00,2400,2026-03-11 11:52:00,product_support,Dashboard filter not persisting for saved view
TKT-00305,2026-03-04 11:52:37,Product Support,P3,EN,portal,SMB,0,0,complex,76,240,2026-03-04 15:52:37,960,2026-03-06 11:53:00,product_support|product_specialist,Workflow automation did not trigger after status update
TKT-00306,2026-03-04 11:52:53,Integrations/API,P3,EN,email,Mid-Market,0,1,standard,39,240,2026-03-04 15:52:53,960,2026-03-06 11:53:00,integrations_api|api_specialist,CRM integration stopped syncing ticket comments overnight
TKT-00307,2026-03-04 11:55:07,Account Access,P2,EN,portal,SMB,0,0,standard,28,60,2026-03-04 12:55:07,480,2026-03-05 11:56:00,account_access,Account locked after repeated login attempts
TKT-00308,2026-03-04 11:55:12,Product Support,P2,EN,portal,SMB,0,0,standard,42,60,2026-03-04 12:55:12,480,2026-03-05 11:56:00,product_support,Kanban board shows outdated ticket counts after refresh
TKT-00309,2026-03-04 11:57:42,Product Support,P3,EN,portal,SMB,0,0,complex,80,240,2026-03-04 15:57:42,960,2026-03-06 11:58:00,product_support|product_specialist,Custom field values not visible in agent workspace
TKT-00310,2026-03-04 11:58:32,Account Access,P3,EN,email,Mid-Market,0,0,simple,9,240,2026-03-04 15:58:32,960,2026-03-06 11:59:00,account_access,Permission update not reflected in project dashboard
TKT-00311,2026-03-04 12:06:05,Billing,P3,DE,portal,Mid-Market,0,0,simple,15,240,2026-03-05 08:07:00,960,2026-03-06 12:07:00,billing|de_language,Invoice shows duplicate line items after plan change
TKT-00312,2026-03-04 12:07:25,Product Support,P3,EN,portal,Mid-Market,0,0,standard,32,240,2026-03-05 08:08:00,960,2026-03-06 12:08:00,product_support,Bulk update operation stalled for large ticket batch
TKT-00313,2026-03-04 12:10:12,Product Support,P3,EN,email,SMB,0,0,standard,29,240,2026-03-05 08:11:00,960,2026-03-06 12:11:00,product_support,Search results differ between UI and exported report
TKT-00314,2026-03-04 12:13:00,Account Access,P2,EN,portal,SMB,0,1,standard,22,60,2026-03-04 13:13:00,480,2026-03-05 12:13:00,account_access,SCIM-provisioned user missing expected product access
TKT-00315,2026-03-04 12:17:40,Product Support,P3,EN,portal,Mid-Market,0,0,simple,19,240,2026-03-05 08:18:00,960,2026-03-06 12:18:00,product_support,Custom field values not visible in agent workspace
TKT-00316,2026-03-04 12:17:45,Account Access,P2,EN,portal,Mid-Market,0,0,standard,16,60,2026-03-04 13:17:45,480,2026-03-05 12:18:00,account_access,MFA challenge not accepted for admin account
TKT-00317,2026-03-04 12:20:41,Billing,P1,EN,email,Mid-Market,0,0,complex,74,15,2026-03-04 12:35:41,240,2026-03-05 08:21:00,billing|incident_escalation,Subscription cancellation not reflected in billing portal
TKT-00318,2026-03-04 12:41:48,Integrations/API,P1,EN,email,Enterprise,0,0,standard,69,15,2026-03-04 12:56:48,240,2026-03-05 08:42:00,integrations_api|enterprise_handling|api_specialist|incident_escalation,SCIM deprovisioning request returns 403 for service account
TKT-00319,2026-03-04 12:44:23,Product Support,P3,EN,portal,Enterprise,0,0,simple,20,240,2026-03-05 08:45:00,960,2026-03-06 12:45:00,product_support|enterprise_handling,Webhook retry settings not visible in admin interface
TKT-00320,2026-03-04 12:44:54,Billing,P2,EN,chat,Enterprise,0,1,standard,19,60,2026-03-04 13:44:54,480,2026-03-05 12:45:00,billing|enterprise_handling,Billing contact did not receive monthly invoice email
TKT-00321,2026-03-04 12:46:29,Integrations/API,P3,EN,portal,SMB,0,0,complex,103,240,2026-03-05 08:47:00,960,2026-03-06 12:47:00,integrations_api|api_specialist|integration_specialist,ERP connector creates duplicate records on retry
TKT-00322,2026-03-04 12:49:15,Integrations/API,P2,EN,portal,Mid-Market,0,0,complex,92,60,2026-03-04 13:49:15,480,2026-03-05 12:50:00,integrations_api|api_specialist|integration_specialist,CRM integration stopped syncing ticket comments overnight
TKT-00323,2026-03-04 12:49:24,Account Access,P2,EN,email,Mid-Market,0,0,standard,20,60,2026-03-04 13:49:24,480,2026-03-05 12:50:00,account_access,Permission update not reflected in project dashboard
TKT-00324,2026-03-04 12:52:08,Integrations/API,P3,DE,portal,Enterprise,0,0,complex,67,240,2026-03-05 08:53:00,960,2026-03-06 12:53:00,integrations_api|de_language|enterprise_handling|api_specialist|integration_specialist,API rate limit reached earlier than documented threshold
TKT-00325,2026-03-04 12:52:57,Billing,P3,DE,email,Mid-Market,0,0,standard,32,240,2026-03-05 08:53:00,960,2026-03-06 12:53:00,billing|de_language,Purchase order reference missing from latest invoice
TKT-00326,2026-03-04 12:53:18,Account Access,P3,EN,portal,SMB,0,0,standard,22,240,2026-03-05 08:54:00,960,2026-03-06 12:54:00,account_access,Group-based permissions not syncing from identity provider
TKT-00327,2026-03-04 12:53:20,Account Access,P3,EN,portal,Mid-Market,0,0,standard,26,240,2026-03-05 08:54:00,960,2026-03-06 12:54:00,account_access,SSO login loops back to sign-in page
TKT-00328,2026-03-04 12:53:25,Integrations/API,P3,EN,portal,SMB,0,1,simple,19,240,2026-03-05 08:54:00,960,2026-03-06 12:54:00,integrations_api|api_specialist,REST API pagination skips records after cursor handoff
TKT-00329,2026-03-04 13:18:28,Account Access,P4,EN,portal,SMB,0,0,simple,12,480,2026-03-05 13:19:00,2400,2026-03-11 13:19:00,account_access,Session expires immediately after successful login
TKT-00330,2026-03-04 13:21:33,Integrations/API,P4,DE,portal,Mid-Market,0,0,complex,85,480,2026-03-05 13:22:00,2400,2026-03-11 13:22:00,integrations_api|de_language|api_specialist|integration_specialist,ERP connector creates duplicate records on retry
TKT-00331,2026-03-04 13:34:14,Integrations/API,P1,EN,portal,Mid-Market,0,0,standard,51,15,2026-03-04 13:49:14,240,2026-03-05 09:35:00,integrations_api|api_specialist|incident_escalation,Webhook delivery returns intermittent 502 responses
TKT-00332,2026-03-04 13:58:25,Integrations/API,P3,EN,portal,Enterprise,1,0,complex,76,240,2026-03-05 09:59:00,960,2026-03-06 13:59:00,integrations_api|enterprise_handling|api_specialist|integration_specialist,Webhook signature validation differs from documentation example
TKT-00333,2026-03-04 14:01:40,Product Support,P3,DE,email,SMB,0,0,complex,94,240,2026-03-05 10:02:00,960,2026-03-06 14:02:00,product_support|de_language|product_specialist,Custom field values not visible in agent workspace
TKT-00334,2026-03-04 14:07:37,Integrations/API,P2,EN,email,SMB,0,0,complex,123,60,2026-03-04 15:07:37,480,2026-03-05 14:08:00,integrations_api|api_specialist|integration_specialist,CRM integration stopped syncing ticket comments overnight
TKT-00335,2026-03-04 14:08:43,Account Access,P4,EN,portal,SMB,0,0,simple,12,480,2026-03-05 14:09:00,2400,2026-03-11 14:09:00,account_access,MFA challenge not accepted for admin account
TKT-00336,2026-03-04 14:14:24,Billing,P2,EN,chat,Mid-Market,0,0,simple,14,60,2026-03-04 15:14:24,480,2026-03-05 14:15:00,billing,Tax calculation differs from contract expectations
TKT-00337,2026-03-04 14:15:45,Account Access,P3,EN,email,Enterprise,0,0,simple,7,240,2026-03-05 10:16:00,960,2026-03-06 14:16:00,account_access|enterprise_handling,Session expires immediately after successful login
TKT-00338,2026-03-04 14:38:44,Product Support,P3,EN,portal,Enterprise,1,0,standard,41,240,2026-03-05 10:39:00,960,2026-03-06 14:39:00,product_support|enterprise_handling,Search results differ between UI and exported report
TKT-00339,2026-03-04 14:48:47,Product Support,P3,EN,portal,SMB,0,0,standard,40,240,2026-03-05 10:49:00,960,2026-03-06 14:49:00,product_support,Custom field values not visible in agent workspace
TKT-00340,2026-03-04 15:19:31,Product Support,P3,EN,portal,SMB,0,0,standard,44,240,2026-03-05 11:20:00,960,2026-03-06 15:20:00,product_support,Kanban board shows outdated ticket counts after refresh
TKT-00341,2026-03-05 08:13:16,Account Access,P4,DE,portal,Enterprise,0,0,standard,16,480,2026-03-06 08:14:00,2400,2026-03-12 08:14:00,account_access|de_language|enterprise_handling,MFA challenge not accepted for admin account
TKT-00342,2026-03-05 08:22:20,Integrations/API,P4,EN,chat,SMB,0,0,standard,38,480,2026-03-06 08:23:00,2400,2026-03-12 08:23:00,integrations_api|api_specialist,OAuth token refresh fails for production integration
TKT-00343,2026-03-05 08:39:13,Billing,P4,EN,portal,Mid-Market,0,0,standard,34,480,2026-03-06 08:40:00,2400,2026-03-12 08:40:00,billing,Tax calculation differs from contract expectations
TKT-00344,2026-03-05 08:39:47,Product Support,P2,DE,portal,SMB,0,1,standard,43,60,2026-03-05 09:39:47,480,2026-03-06 08:40:00,product_support|de_language,Workflow automation did not trigger after status update
TKT-00345,2026-03-05 08:45:48,Product Support,P3,EN,email,SMB,0,1,simple,19,240,2026-03-05 12:45:48,960,2026-03-09 08:46:00,product_support,Bulk update operation stalled for large ticket batch
TKT-00346,2026-03-05 08:48:11,Integrations/API,P2,EN,email,SMB,0,0,complex,123,60,2026-03-05 09:48:11,480,2026-03-06 08:49:00,integrations_api|api_specialist|integration_specialist,ERP connector creates duplicate records on retry
TKT-00347,2026-03-05 08:52:21,Product Support,P3,EN,portal,SMB,0,0,simple,17,240,2026-03-05 12:52:21,960,2026-03-09 08:53:00,product_support,Search results differ between UI and exported report
TKT-00348,2026-03-05 09:01:54,Product Support,P4,EN,email,Mid-Market,0,0,standard,26,480,2026-03-06 09:02:00,2400,2026-03-12 09:02:00,product_support,Notification rule sent duplicate emails to requester
TKT-00349,2026-03-05 09:03:58,Billing,P2,DE,portal,Mid-Market,0,0,complex,55,60,2026-03-05 10:03:58,480,2026-03-06 09:04:00,billing|de_language,Currency setting changed but invoice still generated in USD
TKT-00350,2026-03-05 09:16:56,Billing,P4,EN,portal,Mid-Market,0,0,simple,13,480,2026-03-06 09:17:00,2400,2026-03-12 09:17:00,billing,Purchase order reference missing from latest invoice
TKT-00351,2026-03-05 09:22:17,Account Access,P4,EN,email,SMB,0,0,simple,5,480,2026-03-06 09:23:00,2400,2026-03-12 09:23:00,account_access,User cannot access workspace after password reset
TKT-00352,2026-03-05 09:24:27,Product Support,P4,EN,email,Enterprise,0,0,standard,38,480,2026-03-06 09:25:00,2400,2026-03-12 09:25:00,product_support|enterprise_handling,Notification rule sent duplicate emails to requester
TKT-00353,2026-03-05 09:24:36,Integrations/API,P4,DE,email,Mid-Market,0,1,complex,90,480,2026-03-06 09:25:00,2400,2026-03-12 09:25:00,integrations_api|de_language|api_specialist|integration_specialist,OAuth token refresh fails for production integration
TKT-00354,2026-03-05 09:26:05,Product Support,P3,DE,portal,Mid-Market,0,0,complex,55,240,2026-03-05 13:26:05,960,2026-03-09 09:27:00,product_support|de_language|product_specialist,Webhook retry settings not visible in admin interface
TKT-00355,2026-03-05 09:36:04,Product Support,P3,DE,portal,SMB,0,0,simple,10,240,2026-03-05 13:36:04,960,2026-03-09 09:37:00,product_support|de_language,Notification rule sent duplicate emails to requester
TKT-00356,2026-03-05 09:36:11,Product Support,P3,EN,portal,SMB,0,0,complex,78,240,2026-03-05 13:36:11,960,2026-03-09 09:37:00,product_support|product_specialist,Bulk update operation stalled for large ticket batch
TKT-00357,2026-03-05 09:40:27,Account Access,P2,EN,email,Mid-Market,0,0,standard,25,60,2026-03-05 10:40:27,480,2026-03-06 09:41:00,account_access,Account locked after repeated login attempts
TKT-00358,2026-03-05 09:42:58,Product Support,P3,DE,portal,Enterprise,1,1,simple,12,240,2026-03-05 13:42:58,960,2026-03-09 09:43:00,product_support|de_language|enterprise_handling,Bulk update operation stalled for large ticket batch
TKT-00359,2026-03-05 09:45:09,Product Support,P2,EN,portal,Mid-Market,0,0,standard,28,60,2026-03-05 10:45:09,480,2026-03-06 09:46:00,product_support,Dashboard filter not persisting for saved view
TKT-00360,2026-03-05 09:47:34,Product Support,P3,EN,portal,Enterprise,0,0,simple,20,240,2026-03-05 13:47:34,960,2026-03-09 09:48:00,product_support|enterprise_handling,Dashboard filter not persisting for saved view
TKT-00361,2026-03-05 09:47:53,Integrations/API,P1,DE,portal,Mid-Market,0,0,complex,77,15,2026-03-05 10:02:53,240,2026-03-05 13:47:53,integrations_api|de_language|api_specialist|incident_escalation|integration_specialist,SCIM deprovisioning request returns 403 for service account
TKT-00362,2026-03-05 09:50:01,Product Support,P4,EN,portal,SMB,0,0,standard,37,480,2026-03-06 09:51:00,2400,2026-03-12 09:51:00,product_support,Webhook retry settings not visible in admin interface
TKT-00363,2026-03-05 09:51:57,Account Access,P3,EN,email,SMB,0,0,simple,7,240,2026-03-05 13:51:57,960,2026-03-09 09:52:00,account_access,Session expires immediately after successful login
TKT-00364,2026-03-05 09:52:26,Account Access,P2,EN,email,SMB,0,0,simple,5,60,2026-03-05 10:52:26,480,2026-03-06 09:53:00,account_access,SSO login loops back to sign-in page
TKT-00365,2026-03-05 09:53:17,Account Access,P3,DE,email,Mid-Market,0,1,simple,7,240,2026-03-05 13:53:17,960,2026-03-09 09:54:00,account_access|de_language,MFA challenge not accepted for admin account
TKT-00366,2026-03-05 09:53:26,Product Support,P3,EN,portal,Mid-Market,0,0,simple,12,240,2026-03-05 13:53:26,960,2026-03-09 09:54:00,product_support,Search results differ between UI and exported report
TKT-00367,2026-03-05 09:58:12,Product Support,P2,EN,chat,Mid-Market,0,1,standard,28,60,2026-03-05 10:58:12,480,2026-03-06 09:59:00,product_support,Search results differ between UI and exported report
TKT-00368,2026-03-05 09:59:21,Billing,P2,EN,portal,SMB,0,0,standard,37,60,2026-03-05 10:59:21,480,2026-03-06 10:00:00,billing,Billing contact did not receive monthly invoice email
TKT-00369,2026-03-05 10:08:51,Account Access,P4,DE,email,SMB,0,0,standard,30,480,2026-03-06 10:09:00,2400,2026-03-12 10:09:00,account_access|de_language,Account locked after repeated login attempts
TKT-00370,2026-03-05 10:12:51,Account Access,P3,EN,portal,Mid-Market,0,0,simple,12,240,2026-03-05 14:12:51,960,2026-03-09 10:13:00,account_access,User cannot access workspace after password reset
TKT-00371,2026-03-05 10:16:21,Account Access,P3,EN,portal,SMB,0,1,simple,8,240,2026-03-05 14:16:21,960,2026-03-09 10:17:00,account_access,Account locked after repeated login attempts
TKT-00372,2026-03-05 10:18:38,Product Support,P4,EN,portal,Mid-Market,0,0,standard,28,480,2026-03-06 10:19:00,2400,2026-03-12 10:19:00,product_support,Bulk update operation stalled for large ticket batch
TKT-00373,2026-03-05 10:19:02,Product Support,P3,DE,portal,SMB,0,0,complex,59,240,2026-03-05 14:19:02,960,2026-03-09 10:20:00,product_support|de_language|product_specialist,Bulk update operation stalled for large ticket batch
TKT-00374,2026-03-05 10:31:57,Integrations/API,P3,EN,portal,SMB,0,0,complex,72,240,2026-03-05 14:31:57,960,2026-03-09 10:32:00,integrations_api|api_specialist|integration_specialist,GraphQL endpoint times out on nested customer query
TKT-00375,2026-03-05 10:32:21,Account Access,P3,EN,portal,SMB,0,0,simple,10,240,2026-03-05 14:32:21,960,2026-03-09 10:33:00,account_access,Role change not reflected after access approval
TKT-00376,2026-03-05 10:38:20,Integrations/API,P2,EN,email,Mid-Market,0,0,complex,120,60,2026-03-05 11:38:20,480,2026-03-06 10:39:00,integrations_api|api_specialist|integration_specialist,SSO assertion rejected after identity provider certificate update
TKT-00377,2026-03-05 10:39:28,Account Access,P3,DE,portal,Enterprise,0,0,standard,22,240,2026-03-05 14:39:28,960,2026-03-09 10:40:00,account_access|de_language|enterprise_handling,Role change not reflected after access approval
TKT-00378,2026-03-05 10:40:05,Billing,P3,EN,email,Mid-Market,0,0,simple,6,240,2026-03-05 14:40:05,960,2026-03-09 10:41:00,billing,Invoice shows duplicate line items after plan change
TKT-00379,2026-03-05 10:44:41,Integrations/API,P4,EN,portal,SMB,0,0,complex,66,480,2026-03-06 10:45:00,2400,2026-03-12 10:45:00,integrations_api|api_specialist|integration_specialist,SCIM deprovisioning request returns 403 for service account
TKT-00380,2026-03-05 10:51:09,Product Support,P2,EN,email,Mid-Market,0,0,standard,34,60,2026-03-05 11:51:09,480,2026-03-06 10:52:00,product_support,Workflow automation did not trigger after status update
TKT-00381,2026-03-05 10:51:47,Account Access,P3,EN,portal,SMB,0,0,complex,64,240,2026-03-05 14:51:47,960,2026-03-09 10:52:00,account_access,SSO login loops back to sign-in page
TKT-00382,2026-03-05 10:51:57,Integrations/API,P3,EN,email,SMB,0,0,complex,64,240,2026-03-05 14:51:57,960,2026-03-09 10:52:00,integrations_api|api_specialist|integration_specialist,REST API pagination skips records after cursor handoff
TKT-00383,2026-03-05 10:55:48,Integrations/API,P4,EN,portal,SMB,0,0,complex,110,480,2026-03-06 10:56:00,2400,2026-03-12 10:56:00,integrations_api|api_specialist|integration_specialist,SSO assertion rejected after identity provider certificate update
TKT-00384,2026-03-05 10:56:14,Product Support,P4,EN,email,Mid-Market,0,1,standard,26,480,2026-03-06 10:57:00,2400,2026-03-12 10:57:00,product_support,Workflow automation did not trigger after status update
TKT-00385,2026-03-05 10:58:21,Billing,P4,EN,portal,SMB,0,0,standard,24,480,2026-03-06 10:59:00,2400,2026-03-12 10:59:00,billing,Payment method update failed during renewal
